i,lam0_hat,lam1_hat,sigma_wc_hat,sigma_w0_hat,sigma_w1_hat,ll_hat,mean_nb_obs_stations
0,0.955080138828781,0.24914260638330366,211.52239881548894,197.8163123596182,314.913115697081,-146598.4758874506,26.0
