station_j,station_k,state_class,dist_exact,n_class_days_exact,n_used_exact,n_cells_exact,phi_bar_exact,dist_binned,n_class_days_binned,n_used_binned,n_cells_binned,phi_bar_binned
ALACANT/ALICANTE,SORIA,dry-dry,414.431919387457,675,154,7,0.2856361262116491,414.431919387457,675,593,11,0.24794221962401325
ALACANT/ALICANTE,SORIA,dry-wet,414.431919387457,359,95,7,-0.18682696704220111,414.431919387457,359,273,11,-0.1552643802833284
ALACANT/ALICANTE,SORIA,wet-wet,414.431919387457,149,114,5,0.3390681906784811,414.431919387457,149,125,4,0.326725198575258
ALACANT/ALICANTE,TARIFA,dry-dry,522.5995432683703,992,225,9,0.27830127967175083,522.5995432683703,992,955,13,0.2511007240619347
ALACANT/ALICANTE,TARIFA,dry-wet,522.5995432683703,376,148,10,-0.19847137800651274,522.5995432683703,376,332,15,-0.27780921166351974
ALACANT/ALICANTE,TARIFA,wet-wet,522.5995432683703,176,117,4,0.3087257448009905,522.5995432683703,176,160,5,0.29201149015087524
ALACANT/ALICANTE,TORREVIEJA,dry-dry,47.87864066936528,1277,526,13,0.7262346087533338,47.87864066936528,1277,1237,12,0.6599800537324889
ALACANT/ALICANTE,TORREVIEJA,dry-wet,47.87864066936528,146,53,4,-0.7525927151490488,47.87864066936528,146,117,6,-0.8582979943570976
ALACANT/ALICANTE,TORREVIEJA,wet-wet,47.87864066936528,205,171,4,0.5531330967324675,47.87864066936528,205,190,4,0.5613539010505766
ALACANT/ALICANTE,VALENCIA,dry-dry,123.70509196102228,1131,436,12,0.6902427688940932,123.70509196102228,1131,1095,14,0.6097585041853751
ALACANT/ALICANTE,VALENCIA,dry-wet,123.70509196102228,190,36,3,-0.4333775279730071,123.70509196102228,190,145,9,-0.5589999446295238
ALACANT/ALICANTE,VALENCIA,wet-wet,123.70509196102228,220,165,5,0.601755693710494,123.70509196102228,220,197,5,0.5827230014198598
ALACANT/ALICANTE,VANDELLOS,dry-dry,310.34175152064387,901,281,12,0.4431610872212617,310.34175152064387,901,891,15,0.3413516125170404
ALACANT/ALICANTE,VANDELLOS,dry-wet,310.34175152064387,213,55,5,-0.38875125434231705,310.34175152064387,213,170,10,-0.3052139289579905
ALACANT/ALICANTE,VANDELLOS,wet-wet,310.34175152064387,130,94,4,0.36329433905859615,310.34175152064387,130,114,4,0.3225141221480235
ALACANT/ALICANTE,VIMIANZO,dry-dry,888.6088475841793,703,138,9,-0.08531332069608037,888.6088475841793,703,703,16,-0.06593914208602965
ALACANT/ALICANTE,VIMIANZO,dry-wet,888.6088475841793,1021,281,18,-0.022847402900011193,888.6088475841793,1021,956,23,-0.006668133575935127
ALACANT/ALICANTE,VIMIANZO,wet-wet,888.6088475841793,152,78,5,-0.09927336714932876,888.6088475841793,152,139,6,-0.09386897723857185
ALACANT/ALICANTE,ZAMORA,dry-dry,567.0689947636466,950,189,10,0.056878472785741256,567.0689947636466,950,950,16,0.115493706396945
ALACANT/ALICANTE,ZAMORA,dry-wet,567.0689947636466,450,179,10,-0.051042929141306974,567.0689947636466,450,405,15,-0.0571468716495226
ALACANT/ALICANTE,ZAMORA,wet-wet,567.0689947636466,117,84,4,0.1773191959337358,567.0689947636466,117,101,4,0.14595059865045285
AMARANTE,ARANJUEZ,dry-dry,404.2806175279353,469,84,5,0.17481654822635623,404.2806175279353,469,418,10,0.34927008728823816
AMARANTE,ARANJUEZ,dry-wet,404.2806175279353,341,55,4,-0.36469194621943246,404.2806175279353,341,291,14,-0.24989837686400948
AMARANTE,ARANJUEZ,wet-wet,404.2806175279353,190,93,5,0.19271666079377092,404.2806175279353,190,163,7,0.1347292551635678
AMARANTE,BARCELOS,dry-dry,54.20497580593242,947,693,17,0.8147812000890582,54.20497580593242,947,906,10,0.7932236708901605
AMARANTE,BARCELOS,dry-wet,54.20497580593242,166,50,4,-0.8824871130596429,54.20497580593242,166,130,8,-0.7739482258516253
AMARANTE,BARCELOS,wet-wet,54.20497580593242,742,493,11,0.7293792960586273,54.20497580593242,742,716,10,0.7302054259523655
AMARANTE,BEJA,dry-dry,361.1845703344827,880,251,11,0.2086702008597565,361.1845703344827,880,843,13,0.17268960222443294
AMARANTE,BEJA,dry-wet,361.1845703344827,586,277,15,-0.05933509435761165,361.1845703344827,586,537,17,-0.19920972567555645
AMARANTE,BEJA,wet-wet,361.1845703344827,397,222,9,0.13823729924060926,361.1845703344827,397,365,10,0.11560262287876902
AMARANTE,BRAGANCA,dry-dry,125.37851272267845,910,485,13,0.2861064329015187,125.37851272267845,910,888,10,0.26905191179010474
AMARANTE,BRAGANCA,dry-wet,125.37851272267845,497,314,13,-0.15742794170952407,125.37851272267845,497,449,14,-0.16819177241083574
AMARANTE,BRAGANCA,wet-wet,125.37851272267845,514,247,6,0.08118725896730239,125.37851272267845,514,418,8,0.1251582234691599
AMARANTE,CADIZ,dry-dry,553.1291105674836,643,154,8,0.3720856201137291,553.1291105674836,643,621,14,0.2813670001032982
AMARANTE,CADIZ,dry-wet,553.1291105674836,455,142,9,-0.07215827971880355,553.1291105674836,455,411,19,-0.18323800472337073
AMARANTE,CADIZ,wet-wet,553.1291105674836,293,137,6,0.1610892113307677,553.1291105674836,293,266,10,0.1400751660436175
AMARANTE,CAMPDEVANOL,dry-dry,855.3351234711791,717,130,6,0.2983368326682392,855.3351234711791,717,706,15,0.2787864970632867
AMARANTE,CAMPDEVANOL,dry-wet,855.3351234711791,478,109,8,-0.17520651933708897,855.3351234711791,478,384,16,-0.17391719636308856
AMARANTE,CAMPDEVANOL,wet-wet,855.3351234711791,187,76,3,0.29523958975067144,855.3351234711791,187,172,8,0.26754276158393947
AMARANTE,CUENCA,dry-dry,518.2801219233589,787,245,12,0.3526198283148119,518.2801219233589,787,781,15,0.35512025489147414
AMARANTE,CUENCA,dry-wet,518.2801219233589,479,187,12,-0.12263959950107127,518.2801219233589,479,446,18,-0.23181081039983592
AMARANTE,CUENCA,wet-wet,518.2801219233589,378,206,8,0.19975167069858699,518.2801219233589,378,333,9,0.2595655262672773
AMARANTE,DAROCA,dry-dry,557.4078630193003,598,189,9,0.2897861615315222,557.4078630193003,598,569,13,0.3751718618737891
AMARANTE,DAROCA,dry-wet,557.4078630193003,370,117,8,-0.3467478473659969,557.4078630193003,370,310,14,-0.2657296985378262
AMARANTE,DAROCA,wet-wet,557.4078630193003,213,118,4,0.27928081231719504,557.4078630193003,213,198,7,0.2663014805900588
AMARANTE,EXTREMO,dry-dry,83.62039509843535,870,568,16,0.7253619425227278,83.62039509843535,870,850,12,0.7057013193759749
AMARANTE,EXTREMO,dry-wet,83.62039509843535,226,65,5,-0.6306846183616557,83.62039509843535,226,154,8,-0.5499222466383078
AMARANTE,EXTREMO,wet-wet,83.62039509843535,692,397,11,0.5830399543887234,83.62039509843535,692,668,11,0.6316760675731345
AMARANTE,GETAFE,dry-dry,381.6142805359026,654,177,8,0.3278591175297299,381.6142805359026,654,626,12,0.39769728328573695
AMARANTE,GETAFE,dry-wet,381.6142805359026,388,154,10,-0.2564866086558392,381.6142805359026,388,351,16,-0.23886557197643263
AMARANTE,GETAFE,wet-wet,381.6142805359026,277,127,5,0.10684211024839022,381.6142805359026,277,250,9,0.12143695924488912
AMARANTE,LORCA,dry-dry,679.3174001407024,689,82,6,0.004882834931005365,679.3174001407024,689,681,15,0.07412447665586902
AMARANTE,LORCA,dry-wet,679.3174001407024,660,74,6,-0.09784130633793173,679.3174001407024,660,588,17,-0.04446112379466695
AMARANTE,LORCA,wet-wet,679.3174001407024,86,27,1,0.05976143046671969,679.3174001407024,86,67,4,-0.021923390873995172
AMARANTE,MONTSERRAT,dry-dry,826.4334290093525,720,120,7,0.15596179549072647,826.4334290093525,720,708,15,0.22672498232067703
AMARANTE,MONTSERRAT,dry-wet,826.4334290093525,504,102,8,-0.1619637735559144,826.4334290093525,504,452,19,-0.1551558928130537
AMARANTE,MONTSERRAT,wet-wet,826.4334290093525,176,93,4,0.26608911708180627,826.4334290093525,176,156,7,0.11537767565427758
AMARANTE,OURENSE,dry-dry,118.63261093482076,444,292,9,0.36665461451794673,118.63261093482076,444,408,7,0.32635694482382704
AMARANTE,OURENSE,dry-wet,118.63261093482076,344,229,9,-0.2354776185097059,118.63261093482076,344,306,9,-0.2622745015153492
AMARANTE,OURENSE,wet-wet,118.63261093482076,383,210,8,0.1645822043735058,118.63261093482076,383,303,7,0.1722973749580912
AMARANTE,OVIEDO,dry-dry,293.66277862388165,558,249,12,0.2121475570631087,293.66277862388165,558,545,14,0.2531402513334541
AMARANTE,OVIEDO,dry-wet,293.66277862388165,479,205,11,-0.2172448167397194,293.66277862388165,479,447,19,-0.19483766540822225
AMARANTE,OVIEDO,wet-wet,293.66277862388165,368,187,9,0.106842026655136,293.66277862388165,368,342,11,0.13149372540264276
AMARANTE,PAMPLONA,dry-dry,558.1471877232595,452,136,6,0.360940972862366,558.1471877232595,452,415,13,0.2977655400577874
AMARANTE,PAMPLONA,dry-wet,558.1471877232595,312,114,8,-0.33614297143675703,558.1471877232595,312,263,15,-0.31686990911150786
AMARANTE,PAMPLONA,wet-wet,558.1471877232595,308,150,7,0.18385818535261472,558.1471877232595,308,298,11,0.2611480426246415
AMARANTE,PONFERRADA,dry-dry,188.3911114730106,497,275,10,0.3919151779981947,188.3911114730106,497,454,8,0.32852271698200086
AMARANTE,PONFERRADA,dry-wet,188.3911114730106,288,141,6,-0.3008522573498478,188.3911114730106,288,245,9,-0.36432002687538456
AMARANTE,PONFERRADA,wet-wet,188.3911114730106,315,138,4,0.07907153498749683,188.3911114730106,315,284,10,0.19948745606275173
AMARANTE,PORTO,dry-dry,51.081047811761934,841,402,9,0.09180201856776465,51.081047811761934,841,736,6,0.06963326741167075
AMARANTE,PORTO,dry-wet,51.081047811761934,514,354,11,-0.2109038170909263,51.081047811761934,514,448,9,-0.19669597888060958
AMARANTE,PORTO,wet-wet,51.081047811761934,578,317,5,0.05372043014520196,51.081047811761934,578,489,7,0.05927917514814119
AMARANTE,SORIA,dry-dry,468.41208759642063,418,168,7,0.3636086097519683,468.41208759642063,418,369,9,0.4227749083382233
AMARANTE,SORIA,dry-wet,468.41208759642063,278,120,8,-0.42898933356164076,468.41208759642063,278,229,12,-0.35709820522111224
AMARANTE,SORIA,wet-wet,468.41208759642063,303,152,6,0.2108604824806762,468.41208759642063,303,248,8,0.22561909072609743
AMARANTE,TARIFA,dry-dry,622.5347570287753,588,132,8,0.3740347171729406,622.5347570287753,588,588,16,0.31634832537550295
AMARANTE,TARIFA,dry-wet,622.5347570287753,445,99,7,-0.1478652094777829,622.5347570287753,445,392,20,-0.17624183317144076
AMARANTE,TARIFA,wet-wet,622.5347570287753,261,102,4,0.15973100507755347,622.5347570287753,261,247,12,0.16788242070223347
AMARANTE,TORREVIEJA,dry-dry,728.5825709497442,938,124,9,0.0071761284795195,728.5825709497442,938,938,16,0.08262203243965535
AMARANTE,TORREVIEJA,dry-wet,728.5825709497442,808,152,11,0.08327781967616125,728.5825709497442,808,784,21,-0.03139081042797136
AMARANTE,TORREVIEJA,wet-wet,728.5825709497442,101,70,4,-0.20787565308155911,728.5825709497442,101,73,3,-0.15396290269385524
AMARANTE,VALENCIA,dry-dry,681.9591613928288,481,88,7,0.3055820899900586,681.9591613928288,481,481,16,0.18180476844552756
AMARANTE,VALENCIA,dry-wet,681.9591613928288,510,66,5,0.04527867631200184,681.9591613928288,510,442,19,-0.05233448773067204
AMARANTE,VALENCIA,wet-wet,681.9591613928288,126,60,3,-0.2472305827697968,681.9591613928288,126,98,5,-0.1012771261308804
AMARANTE,VANDELLOS,dry-dry,749.532595129377,613,65,4,0.29293107708290167,749.532595129377,613,573,13,0.1749009661207584
AMARANTE,VANDELLOS,dry-wet,749.532595129377,482,71,6,0.09581856274793896,749.532595129377,482,443,19,-0.07043303591970054
AMARANTE,VANDELLOS,wet-wet,749.532595129377,121,41,2,0.1463764021593899,749.532595129377,121,83,4,0.12368297316370679
AMARANTE,VIMIANZO,dry-dry,214.43889743376576,569,241,10,0.13045981184846675,214.43889743376576,569,553,13,0.13612527509804379
AMARANTE,VIMIANZO,dry-wet,214.43889743376576,562,227,11,-0.15048920690154868,214.43889743376576,562,506,19,-0.1170752965472277
AMARANTE,VIMIANZO,wet-wet,214.43889743376576,587,254,11,0.029072278210865676,214.43889743376576,587,565,12,0.05508862748889665
AMARANTE,ZAMORA,dry-dry,196.65607083453096,569,269,11,0.4360441243495155,196.65607083453096,569,538,9,0.39615752253303343
AMARANTE,ZAMORA,dry-wet,196.65607083453096,357,160,7,-0.23867118065760318,196.65607083453096,357,321,14,-0.21043415377047464
AMARANTE,ZAMORA,wet-wet,196.65607083453096,276,150,5,0.07559097392298865,196.65607083453096,276,230,7,0.13777778275667366
ARANJUEZ,BARCELOS,dry-dry,456.94386740700327,407,49,3,0.10942882936708447,456.94386740700327,407,364,10,0.18714325869701587
ARANJUEZ,BARCELOS,dry-wet,456.94386740700327,348,35,3,-0.1987808385439608,456.94386740700327,348,298,14,-0.2299942667770716
ARANJUEZ,BARCELOS,wet-wet,456.94386740700327,166,52,3,0.026597015110876067,456.94386740700327,166,108,5,0.15347690879953288
ARANJUEZ,BEJA,dry-dry,436.6998355189474,833,351,15,0.46279843180924896,436.6998355189474,833,801,13,0.4130363062598664
ARANJUEZ,BEJA,dry-wet,436.6998355189474,313,156,10,-0.4141275170062346,436.6998355189474,313,282,14,-0.33681824232049307
ARANJUEZ,BEJA,wet-wet,436.6998355189474,232,162,5,0.2897587700071312,436.6998355189474,232,225,7,0.3180077894251166
ARANJUEZ,BRAGANCA,dry-dry,330.7157646460867,770,266,12,0.2627431800358846,330.7157646460867,770,722,14,0.3051189493394716
ARANJUEZ,BRAGANCA,dry-wet,330.7157646460867,371,116,7,-0.1184376701094643,330.7157646460867,371,322,15,-0.2924496834506629
ARANJUEZ,BRAGANCA,wet-wet,330.7157646460867,242,145,6,0.4503976411268818,330.7157646460867,242,224,7,0.35534689851543233
ARANJUEZ,CADIZ,dry-dry,461.88355657159053,1045,506,18,0.5759235468561199,461.88355657159053,1045,1001,14,0.5518974500613153
ARANJUEZ,CADIZ,dry-wet,461.88355657159053,298,133,8,-0.38306582746986134,461.88355657159053,298,268,14,-0.39860737975452054
ARANJUEZ,CADIZ,wet-wet,461.88355657159053,275,219,7,0.3852046595096693,461.88355657159053,275,262,7,0.36162239163931464
ARANJUEZ,CAMPDEVANOL,dry-dry,534.9047749260752,886,297,12,0.33848434897391994,534.9047749260752,886,864,15,0.21516450874141194
ARANJUEZ,CAMPDEVANOL,dry-wet,534.9047749260752,323,140,7,-0.3415172344955593,534.9047749260752,323,265,11,-0.2737054582074943
ARANJUEZ,CAMPDEVANOL,wet-wet,534.9047749260752,142,79,2,0.21367349304508124,534.9047749260752,142,119,4,0.286341820653893
ARANJUEZ,CUENCA,dry-dry,120.3397979196313,1004,622,17,0.6694071957298852,120.3397979196313,1004,970,10,0.7140399790510006
ARANJUEZ,CUENCA,dry-wet,120.3397979196313,202,86,5,-0.6313703687496679,120.3397979196313,202,148,7,-0.6373757054602375
ARANJUEZ,CUENCA,wet-wet,120.3397979196313,360,288,7,0.5650182218889058,120.3397979196313,360,344,7,0.5495805787880458
ARANJUEZ,DAROCA,dry-dry,214.66382762625304,887,422,12,0.5606083194922171,214.66382762625304,887,874,14,0.5347253781624368
ARANJUEZ,DAROCA,dry-wet,214.66382762625304,224,93,6,-0.43301817379332425,214.66382762625304,224,172,8,-0.4619881414607343
ARANJUEZ,DAROCA,wet-wet,214.66382762625304,213,174,4,0.4250214929608674,214.66382762625304,213,193,4,0.4791484031118293
ARANJUEZ,EXTREMO,dry-dry,463.58147248375593,365,30,2,0.059422503330768886,463.58147248375593,365,343,12,0.14426391823221946
ARANJUEZ,EXTREMO,dry-wet,463.58147248375593,338,22,2,-0.1483504309778615,463.58147248375593,338,290,14,-0.15928121055251065
ARANJUEZ,EXTREMO,wet-wet,463.58147248375593,158,38,2,0.25927888787002035,463.58147248375593,158,115,6,0.26255568195481715
ARANJUEZ,GETAFE,dry-dry,29.842957016008317,1027,754,19,0.8098216230092647,29.842957016008317,1027,993,10,0.8188191043419427
ARANJUEZ,GETAFE,dry-wet,29.842957016008317,115,38,3,-0.7664473684210527,29.842957016008317,115,70,5,-0.7064348954833954
ARANJUEZ,GETAFE,wet-wet,29.842957016008317,332,279,5,0.7412194153168967,29.842957016008317,332,305,4,0.7403275399028869
ARANJUEZ,LORCA,dry-dry,312.81875602167975,1183,269,13,0.2485132568640217,312.81875602167975,1183,1183,16,0.20488720882028008
ARANJUEZ,LORCA,dry-wet,312.81875602167975,366,104,7,-0.312378929145619,312.81875602167975,366,313,12,-0.13939601313057803
ARANJUEZ,LORCA,wet-wet,312.81875602167975,111,59,2,0.24657162636851912,312.81875602167975,111,88,4,0.27518742285707587
