i,lam_hat,sigma_wc_hat,sigma_w0_hat,sigma_w1_hat,ll_hat,mean_nb_obs_stations
0,0.4970877413433773,394.96147385382847,125.44336046088704,361.1525038077321,-144504.15299492344,26.0
