station_j,station_k,dist,n_days,agree,agree_indep
DAROCA,VIMIANZO,665.9181091997569,13499,0.6042669827394622,0.5312441624057119
DAROCA,ZAMORA,363.94512147091547,13633,0.7877209711728893,0.6762057069120606
EXTREMO,GETAFE,438.37559538811104,7547,0.698820723466278,0.6016379076850321
EXTREMO,LORCA,751.1837443784797,7618,0.6100026253609871,0.6152832681089259
EXTREMO,MONTSERRAT,855.3162852926539,7595,0.6366030283080975,0.5880270544071673
EXTREMO,OURENSE,64.68203519715652,7238,0.7915169936446532,0.5726190285526218
EXTREMO,OVIEDO,262.7630837702682,7521,0.6907326153437043,0.5387278999812686
EXTREMO,PAMPLONA,568.9701886163513,6161,0.724395390358708,0.5650410607639776
EXTREMO,PONFERRADA,167.89533229819756,7319,0.7865828665118185,0.5738963903100864
EXTREMO,PORTO,82.82891707459974,7975,0.7655172413793103,0.5709181146104063
EXTREMO,SORIA,496.0797158419938,7395,0.7291413116970926,0.5792416818709955
EXTREMO,TARIFA,706.092912792578,7423,0.6778930351609861,0.6115493777852351
EXTREMO,TORREVIEJA,795.3584392799829,7975,0.616551724137931,0.6171899255140003
EXTREMO,VALENCIA,736.1000516651022,7444,0.6155292853304675,0.6053488529865754
EXTREMO,VANDELLOS,785.969387395911,7149,0.6386907259756609,0.6014200092532838
EXTREMO,VIMIANZO,130.8704831301554,7542,0.7433041633518961,0.5311697457590658
EXTREMO,ZAMORA,232.2182025586913,7587,0.7344141294319231,0.5967018664042651
GETAFE,LORCA,342.6521266485664,13701,0.8187723523830377,0.7694004400200174
GETAFE,MONTSERRAT,488.6532105300666,13701,0.7951244434712794,0.7126867035578104
GETAFE,OURENSE,412.4454585493426,13050,0.7681226053639847,0.6370040563474904
GETAFE,OVIEDO,383.52033088822407,13374,0.6630776132794975,0.5737966293745841
GETAFE,PAMPLONA,329.36051686188137,12310,0.7476035743298132,0.6364239686095695
GETAFE,PONFERRADA,347.7878302875474,13333,0.7901447536188405,0.6508103419138358
GETAFE,PORTO,430.07989294675906,10745,0.7519776640297813,0.6387220520631345
GETAFE,SORIA,194.23062427293388,13178,0.8549855820306571,0.6628694284595721
GETAFE,TARIFA,503.93440625424194,13026,0.8603562106556119,0.7294774096749914
GETAFE,TORREVIEJA,366.1941513723087,10683,0.8117569970981934,0.7651700564867159
GETAFE,VALENCIA,300.38725558016614,13566,0.8261831048208758,0.7422127165007203
GETAFE,VANDELLOS,394.4493920266504,11114,0.8181572791074321,0.7368542925251823
GETAFE,VIMIANZO,537.9982813583713,13657,0.6218788899465476,0.5412511443764014
GETAFE,ZAMORA,216.6030790562176,13814,0.8682496018531924,0.7027580318026542
LORCA,MONTSERRAT,531.9731725143124,13836,0.8102052616363111,0.7604035470995011
LORCA,OURENSE,738.7044514897925,13245,0.6579841449603624,0.6564940820529859
LORCA,OVIEDO,725.6043641308303,13518,0.5920994229915668,0.5817218996022657
LORCA,PAMPLONA,574.15223025708,12491,0.672724361540309,0.6591794525467299
