station_j,station_k,state_class,dist_exact,n_class_days_exact,n_used_exact,n_cells_exact,phi_bar_exact,dist_binned,n_class_days_binned,n_used_binned,n_cells_binned,phi_bar_binned
OURENSE,TORREVIEJA,dry-wet,776.0168458727076,183,0,0,,776.0168458727076,183,66,1,0.1663687814121731
OURENSE,TORREVIEJA,wet-wet,776.0168458727076,15,0,0,,776.0168458727076,15,0,0,
OURENSE,VALENCIA,dry-dry,704.3620695761358,717,35,3,-0.13044733044733045,704.3620695761358,717,636,14,0.10016703666665533
OURENSE,VALENCIA,dry-wet,704.3620695761358,233,25,2,0.1176696810829104,704.3620695761358,233,157,8,0.04041897803533092
OURENSE,VALENCIA,wet-wet,704.3620695761358,27,13,1,-0.05773502691896257,704.3620695761358,27,13,1,-0.05773502691896257
OURENSE,VANDELLOS,dry-dry,740.909536391108,888,85,7,0.2481850331783412,740.909536391108,888,866,15,0.07622736663204929
OURENSE,VANDELLOS,dry-wet,740.909536391108,274,41,3,-0.01028986470102307,740.909536391108,274,217,10,-0.0037291116126537288
OURENSE,VANDELLOS,wet-wet,740.909536391108,35,15,1,-0.1846372364689991,740.909536391108,35,27,2,-0.10257624248277729
OURENSE,VIMIANZO,dry-dry,126.663815929313,1039,291,12,0.30157076428633156,126.663815929313,1039,887,11,0.2158816136257808
OURENSE,VIMIANZO,dry-wet,126.663815929313,330,130,9,-0.2676585348035219,126.663815929313,330,294,13,-0.29356328786571456
OURENSE,VIMIANZO,wet-wet,126.663815929313,211,160,6,0.3358385150645852,126.663815929313,211,182,5,0.3566799254334591
OURENSE,ZAMORA,dry-dry,197.46051121987787,987,269,11,0.3466739616184628,197.46051121987787,987,922,13,0.31398188159807394
OURENSE,ZAMORA,dry-wet,197.46051121987787,194,23,2,-0.5349871734495519,197.46051121987787,194,150,8,-0.5050265309489058
OURENSE,ZAMORA,wet-wet,197.46051121987787,114,70,2,0.38917521221369206,197.46051121987787,114,103,4,0.35417184872070184
OVIEDO,PAMPLONA,dry-dry,349.0842283939773,960,436,14,0.3126033015220123,349.0842283939773,960,954,15,0.2514622960828101
OVIEDO,PAMPLONA,dry-wet,349.0842283939773,453,239,13,-0.318504398541011,349.0842283939773,453,418,13,-0.30067986778207584
OVIEDO,PAMPLONA,wet-wet,349.0842283939773,246,191,6,0.308365529119893,349.0842283939773,246,239,7,0.35968619982138
OVIEDO,PONFERRADA,dry-dry,105.7779788780367,1049,493,15,0.4406081331204722,105.7779788780367,1049,1017,12,0.4318358266574748
OVIEDO,PONFERRADA,dry-wet,105.7779788780367,405,124,7,-0.2987865864913479,105.7779788780367,405,376,14,-0.314732527417279
OVIEDO,PONFERRADA,wet-wet,105.7779788780367,264,220,6,0.4370897637640998,105.7779788780367,264,239,5,0.4105488898732238
OVIEDO,PORTO,dry-dry,329.9069465626056,1133,407,19,0.28301328597144226,329.9069465626056,1133,1111,13,0.18096736262819382
OVIEDO,PORTO,dry-wet,329.9069465626056,573,224,14,-0.1773721250729117,329.9069465626056,573,523,14,-0.16103884504725813
OVIEDO,PORTO,wet-wet,329.9069465626056,175,125,5,0.26780159686085125,329.9069465626056,175,145,4,0.24398805349968783
OVIEDO,SORIA,dry-dry,328.47142618303815,1084,518,18,0.22443651429571168,328.47142618303815,1084,1084,16,0.17547928660165507
OVIEDO,SORIA,dry-wet,328.47142618303815,547,315,16,-0.19405418500040306,328.47142618303815,547,509,14,-0.21727601584446735
OVIEDO,SORIA,wet-wet,328.47142618303815,203,149,5,0.10486370658552953,328.47142618303815,203,183,5,0.15764906895661962
OVIEDO,TARIFA,dry-dry,816.4177169560978,605,0,0,,816.4177169560978,605,459,5,0.012126240304973234
OVIEDO,TARIFA,dry-wet,816.4177169560978,322,0,0,,816.4177169560978,322,121,3,-0.15296607080389568
OVIEDO,TARIFA,wet-wet,816.4177169560978,28,10,1,-0.10206207261596575,816.4177169560978,28,10,1,-0.10206207261596575
