data_source,f_1,kappa,sigma,xi
CRAIOVA spring,0.21637426900584794,0.827254735547962,6.0383518414302015,-0.02132499224691859
CRAIOVA summer,0.19386503067484662,0.912441335699405,5.9811595575212815,0.10278371154397878
CRAIOVA autumn,0.19085173501577288,0.9457116826540057,7.157185590098882,0.14404797051039575
CRAIOVA winter,0.25,0.828579847749549,7.985942757076502,-0.005318120809885508
CUENCA all,0.24330042313117067,0.8348076139868791,9.147572807032814,0.10267204509092898
CUENCA spring,0.2831541218637993,0.8410481955778345,7.834240582795425,0.004206691244788464
CUENCA summer,0.11637080867850098,0.8096363808590484,14.89406297622803,0.07298179533306365
CUENCA autumn,0.2543507362784471,0.8093447787933576,8.75933099893592,0.007946612841822282
CUENCA winter,0.2738255033557047,0.8102322909012626,9.315485418668313,0.023346064249318326
DAROCA all,0.21010872759330004,0.8666282677308978,7.754077883192113,0.05951515338329255
DAROCA spring,0.24566768603465852,0.8479346994492666,6.604500478743352,-0.023325785438390353
DAROCA summer,0.16872427983539096,0.9501604308650579,9.195354596695548,0.05717278493994223
DAROCA autumn,0.16417910447761194,0.8996721805612078,7.639902619695484,0.06305069086469056
DAROCA winter,0.24634420697412823,0.7881492087659283,8.110275401576894,0.05936866047758421
DENIZLI all,0.2344632768361582,0.8271493108162884,8.299497793735338,0.20135468129944864
DENIZLI spring,0.20821114369501467,0.7729939028001507,6.894137865875218,0.07398645332669454
DENIZLI summer,0.15789473684210525,0.6744102744643271,27.841524496520574,-0.13352545360713802
DENIZLI autumn,0.1932367149758454,0.9479799376654793,9.841885889571287,0.011150381817863576
DENIZLI winter,0.3149171270718232,0.9197511589255343,5.437322806437046,0.08085051362595946
DIKILI all,0.19572953736654805,0.8635459101400956,7.671400540759804,0.40177318322829086
DIKILI spring,0.17210682492581603,0.95453676871916,7.05114771417353,0.3770899311201278
DIKILI summer,0.09473684210526316,0.6326931325016598,71.02245954943021,-0.36330794390725957
DIKILI autumn,0.1810344827586207,0.8689004081637647,11.14576748289844,-0.08022733259257406
DIKILI winter,0.24130434782608695,0.8741848273413564,5.1144201608747,0.14465848462665093
DONOSTIA SAN SEBASTIAN IGELDO all,0.32412726469288555,0.8029218726427185,4.847445216964904,-0.034899274721193925
DONOSTIA SAN SEBASTIAN IGELDO spring,0.3447368421052632,0.8237195030026373,4.371966807402932,-0.0060782241116786005
DONOSTIA SAN SEBASTIAN IGELDO summer,0.2824547600314713,0.7686487870764381,4.8906417719454485,-0.16578864209261074
DONOSTIA SAN SEBASTIAN IGELDO autumn,0.31267092069279856,0.8205015105166333,5.028827132765533,-0.009036217547822979
DONOSTIA SAN SEBASTIAN IGELDO winter,0.3654223968565815,0.7893571153245041,5.452132959990318,0.0061606656617965916
DRAGOMAN all,0.28222013170272814,0.9426841510963192,5.748482464915711,0.07578163651902219
DRAGOMAN spring,0.30793650793650795,0.7923090636544929,6.1203271708943765,-0.10762801777965172
DRAGOMAN summer,0.2743682310469314,1.0104370387653698,5.6389677536501095,0.2033127387285261
DRAGOMAN autumn,0.26635514018691586,0.8751023676701107,6.517565645953422,0.1051951765674081
DRAGOMAN winter,0.2723735408560311,1.0444262560688007,5.666999485112163,-0.05492396694457926
DROBETA TURNU SEVERIN all,0.21512421512421512,0.8390854269771164,7.035448844206538,0.05107062531692879
DROBETA TURNU SEVERIN spring,0.2178988326848249,0.8522076134816711,5.678789311176665,0.030355728724215592
DROBETA TURNU SEVERIN summer,0.17060085836909872,0.8704670138540965,7.200113237142694,0.038664741758970056
DROBETA TURNU SEVERIN autumn,0.21744471744471744,0.8548185285909518,8.029781757645006,0.04597175302824103
DROBETA TURNU SEVERIN winter,0.25646794150731156,0.7940179124268706,7.598647561453796,0.05663111073211243
DUBROVNIK all,0.23111443530291698,0.8889087108177012,6.7746521052285384,0.1200256172006272
DUBROVNIK spring,0.23684210526315788,0.813289624205557,6.459656650456589,0.060251067306478896
DUBROVNIK summer,0.1440501043841336,0.9656857923467822,9.903719207549585,0.11927657393641504
DUBROVNIK autumn,0.24566473988439305,0.9536132979520348,6.501855365453395,0.03686093849394977
DUBROVNIK winter,0.26783310901749663,0.8511953416218235,5.852684867430638,0.0426803317701642
EDIRNE all,0.2103461392164321,0.970214391260162,6.718349159791214,0.12135080253854935
EDIRNE spring,0.21799746514575413,0.965559652690355,5.853482263719139,0.010334866325292616
EDIRNE summer,0.17407407407407408,0.9166866014619041,9.016915613252472,0.16136282239524313
EDIRNE autumn,0.20141342756183744,0.9990208585181195,8.138210729609652,0.03299557153078994
EDIRNE winter,0.2356948228882834,0.91927580477699,6.271493718787696,0.05389685654761692
ELEFSIS all,0.1586021505376344,1.066617566980244,8.991751842110046,0.2651385997601143
ELEFSIS spring,0.13924050632911392,1.2508604575915019,10.16842694540976,0.1808351738011013
ELEFSIS summer,0.07142857142857142,0.7663632741854621,38.99067373113855,-0.03565280345156002
ELEFSIS autumn,0.10869565217391304,0.9950676993118461,12.841612074918459,-0.15535355058456074
ELEFSIS winter,0.22012578616352202,1.0209286709284866,6.023751673296891,0.10061886887619212
ELHOVO all,0.20437158469945355,0.9816052818774283,5.894384343962663,0.2190191526628773
ELHOVO spring,0.2773972602739726,0.876165739096321,6.36888123276067,0.029341960669946585
ELHOVO summer,0.1688888888888889,0.992073540607296,5.653246737887457,0.32021821302704484
ELHOVO autumn,0.14367816091954022,1.1388827985253545,5.260718738636198,0.34994634445378975
ELHOVO winter,0.19196428571428573,0.9972414321496547,6.034494613584145,0.1501339234032914
EMBRUN all,0.23985336475517152,0.8833721911815983,6.795671516132208,0.047695833937397195
EMBRUN spring,0.2490234375,0.8046086559929087,6.498495003859247,-0.03998123003981109
EMBRUN summer,0.22263450834879406,0.8790738352391603,6.4691040746197315,-0.053801300701572664
EMBRUN autumn,0.2374727668845316,0.9390152076053048,7.050444177142145,0.04411979197034842
EMBRUN winter,0.25406758448060074,0.8490261683928678,8.95275815349981,0.07610234072708612
ENCISO all,0.18325434439178515,1.0001759831793142,7.552092193426548,0.20774510173935884
ENCISO spring,0.22774869109947643,0.9207595029135822,6.940657694081762,0.1477832122896362
ENCISO summer,0.13186813186813187,1.042813517898491,9.400302520628243,0.18416133071478152
ENCISO autumn,0.18928571428571428,1.1335339295572826,7.002470438372542,0.21693652872572325
ENCISO winter,0.1691842900302115,0.9960403001455113,6.686649190694901,0.2819727328214387
ESCUELA NAVAL DE MARIN all,0.27414330218068533,0.9291001601805119,6.7852894019987255,0.11536203356665066
ESCUELA NAVAL DE MARIN spring,0.31141868512110726,1.0702976035924245,5.433004388015266,-0.0012846016967372133
ESCUELA NAVAL DE MARIN summer,0.12690355329949238,0.9443686139200622,10.158975208357983,0.09636649084402045
ESCUELA NAVAL DE MARIN autumn,0.3278008298755187,0.7089757644623143,8.45300887406337,-0.015684127288807033
ESCUELA NAVAL DE MARIN winter,0.2966101694915254,1.0424087721216595,4.753161860410587,0.16312989406643907
ESPOEY all,0.3118811881188119,0.7684315452895838,5.400311060108472,-0.0397532288544316
ESPOEY spring,0.3409090909090909,0.687423755031878,5.235079035653726,-0.061641996251267595
ESPOEY summer,0.25934065934065936,0.7827290629115744,5.4513830655156745,-0.09285434398979117
ESPOEY autumn,0.3011904761904762,0.8143846653991412,5.3398026416243685,0.0060303978904855705
ESPOEY winter,0.35074626865671643,0.8127716446149742,5.356854840052296,0.014556239481852359
ESTACION DE TORTOSA (ROQUETES) all,0.16703786191536749,0.9131990544698548,9.729309061254321,0.05464137091344406
ESTACION DE TORTOSA (ROQUETES) spring,0.1937984496124031,0.9096919376904713,9.111018277837534,-0.047972101541612175
ESTACION DE TORTOSA (ROQUETES) summer,0.13179571663920922,0.9242963804250373,10.830205944858518,0.05754101344304829
ESTACION DE TORTOSA (ROQUETES) autumn,0.15728715728715728,0.963060374438803,8.542465534645855,0.0726045256885745
ESTACION DE TORTOSA (ROQUETES) winter,0.17903225806451614,0.8170187464552793,11.877030824008681,0.05109085219203233
EXTREMO all,0.26703499079189685,0.8463081444800205,7.882406680962145,0.003213902371357652
EXTREMO spring,0.2907488986784141,0.952220817637498,6.406338125229851,-0.028769578753584442
EXTREMO summer,0.16809116809116809,0.8480810294896051,13.756567107954169,-0.1919364346960402
EXTREMO autumn,0.2703349282296651,0.8528768486213498,5.86433297907912,0.08497168373914045
EXTREMO winter,0.3226600985221675,0.8949563889531909,5.845520611170778,0.0585896749359114
FISTERRA all,0.3373428102788409,0.8293173691041992,7.653058467156927,-0.03740009794454803
FISTERRA spring,0.3204868154158215,0.851935953292029,7.06561030128522,-0.050735530034676804
FISTERRA summer,0.22797927461139897,0.8893237609824206,10.389479350844883,-0.11378423350824995
FISTERRA autumn,0.38333333333333336,0.7926510425096613,7.413169155915936,-0.11980873344405835
FISTERRA winter,0.39787234042553193,0.9288390312500061,4.655508218059276,0.18694925072208918
FOLGOSO DO COUREL all,0.26441441441441443,0.8763029592116447,7.22881344093198,0.012421613306409585
FOLGOSO DO COUREL spring,0.29185867895545314,0.8855352865386394,6.620575415548831,-0.045140956055756944
FOLGOSO DO COUREL summer,0.12585812356979406,0.9698547154836877,10.326619676821025,-0.0655955433619236
FOLGOSO DO COUREL autumn,0.29233511586452765,0.8666355999264584,6.4116564912634635,-0.006234307283749336
FOLGOSO DO COUREL winter,0.3117338003502627,0.8812310003479643,5.409690353752045,0.10275243205088658
GAFANHA DA NAZAR all,0.24636572302983933,0.8946195051765542,8.183784713661364,0.2095538787983376
GAFANHA DA NAZAR spring,0.2131578947368421,0.961047848179641,6.567591550706503,0.24422662580790014
GAFANHA DA NAZAR summer,0.0989010989010989,1.0076164000970844,18.00538122671596,0.03813448931508429
GAFANHA DA NAZAR autumn,0.25925925925925924,0.9589328180142991,6.862361050605322,0.06415112672434099
GAFANHA DA NAZAR winter,0.3350253807106599,0.8818683543396061,6.065878167158651,0.14525730340476498
GENOA all,0.22385321100917432,0.8989217675425227,7.65729800674247,0.05602867472847959
GENOA spring,0.2416452442159383,0.834180910921465,7.103638446546903,-0.010938863176918135
GENOA summer,0.14162348877374784,0.8570730582443249,9.71508895234368,0.054648780738098014
GENOA autumn,0.24789915966386555,0.9082199909763743,7.0852282533053845,0.035180870250334485
GENOA winter,0.2492354740061162,1.0129998822026558,7.379607174183351,0.07171767211902848
GETAFE all,0.21724570950188363,0.8645667209922651,9.989486277475642,0.19384755178661425
GETAFE spring,0.24079320113314448,0.9056922214809487,8.317151276460974,0.12603704068341062
GETAFE summer,0.11549295774647887,0.6875595417555799,27.84907309330456,-0.05587596948104261
GETAFE autumn,0.21439749608763695,0.8964376015205329,8.880763839245786,0.08661057708422858
GETAFE winter,0.24818577648766327,0.860663477871207,9.22027538657831,0.10977550661629744
GIJON. LA MERCED all,0.3042622950819672,0.8968709168124577,5.270933174390774,0.02922052701779459
GIJON. LA MERCED spring,0.3569682151589242,0.9149819084493878,4.822770903884432,0.0007527159949148058
GIJON. LA MERCED summer,0.21388888888888888,1.0662432306534984,5.041081287511388,0.07064829942019848
GIJON. LA MERCED autumn,0.3104325699745547,0.83460707752633,5.429963258320358,-0.060149551608426916
GIJON. LA MERCED winter,0.3278236914600551,0.8046440426196964,5.436143477680963,0.12650591612224785
GIRONA AEROPUERTO all,0.1817738791423002,0.917006568082156,7.994680669958027,0.0487109144505655
GIRONA AEROPUERTO spring,0.21487603305785125,0.9839064391623674,6.204927515215603,-0.010778318503896602
GIRONA AEROPUERTO summer,0.14135021097046413,0.8193215059334489,10.49620139401697,-0.0716266243606133
GIRONA AEROPUERTO autumn,0.19021739130434784,0.9180479391988913,7.263949918898022,0.12536583459156478
GIRONA AEROPUERTO winter,0.16864608076009502,0.9436703573823383,9.656644315250828,0.03310257008047495
GOKCEADA all,0.19756838905775076,0.903023560982561,9.115387130479592,0.20378726828715626
GOKCEADA spring,0.20634920634920634,1.1443555689868863,6.050647791371447,0.26866258791478487
GOKCEADA summer,0.10752688172043011,0.8164967210231246,31.381506189035754,-0.20753049527352668
GOKCEADA autumn,0.18354430379746836,0.9917745512287904,10.073455470076246,-0.08863853495804065
GOKCEADA winter,0.23853211009174313,0.9202920149386609,5.360023834901371,0.2334208963919973
GOLCUK/DUMLUPINAR all,0.2547258979206049,0.8861921350336319,6.308618273046555,0.12217668393801358
GOLCUK/DUMLUPINAR spring,0.25435540069686413,0.9712671516184923,5.460220230639285,0.09825928925246306
GOLCUK/DUMLUPINAR summer,0.171875,0.8231385253753546,12.283160396948249,-0.0031285353030921777
GOLCUK/DUMLUPINAR autumn,0.26078028747433263,0.904271983957093,7.153533017033395,-0.026919809191150734
GOLCUK/DUMLUPINAR winter,0.29806259314456035,0.8126772330926056,4.815732948883676,-0.06515064327489019
GOSPIC all,0.2617707267144319,0.8409641416342484,6.00939150745871,0.012140464414419547
GOSPIC spring,0.275830258302583,0.8230867788500744,5.519536779748476,-0.0677669952379537
GOSPIC summer,0.2010752688172043,0.7751970460755772,7.506257644019559,-0.06451234986888571
GOSPIC autumn,0.24862486248624863,0.9674694316033783,5.386554254602275,0.10817706619229076
GOSPIC winter,0.31573604060913707,0.8224844299482158,5.762452404065653,0.04600762026767248
GOURDON all,0.29615931721194877,0.8090971244697546,6.335638411449829,-0.07222486546209593
GOURDON spring,0.3322615219721329,0.8574239354592339,4.888813607766802,0.028674653213701155
GOURDON summer,0.21420389461626574,0.8058141329847632,7.36377631581309,-0.16098450497940556
GOURDON autumn,0.3002336448598131,0.8080718427650836,6.142604554088555,-0.03138424878016273
GOURDON winter,0.3364595545134818,0.8064492496453973,6.584934424333261,-0.08309939904204974
GRANADA BASE AEREA all,0.21032902957101207,0.9166272854689784,8.869846995725858,0.32854205482294163
GRANADA BASE AEREA spring,0.22451612903225807,0.9548807906955585,7.449856286825872,0.3214614791704078
GRANADA BASE AEREA summer,0.050761421319796954,0.6298745239714229,66.33822357431988,-0.39630313161519826
GRANADA BASE AEREA autumn,0.1813953488372093,0.8822032949511485,9.367304120140986,0.03058260266530128
GRANADA BASE AEREA winter,0.2602040816326531,0.9271928974262159,8.15085851722976,0.10590437716414437
GUADALAJARA  INSTITUTO all,0.22672064777327935,0.8639800189865913,9.32327838810706,0.13539471287269753
GUADALAJARA  INSTITUTO spring,0.272,0.8747896597599265,8.47361017414277,-0.06321723612138773
GUADALAJARA  INSTITUTO summer,0.1278538812785388,0.7396217341783686,17.860668112444692,0.059659342519325
GUADALAJARA  INSTITUTO autumn,0.17204301075268819,0.806610161579213,9.36561157795929,0.030851222135624513
GUADALAJARA  INSTITUTO winter,0.281767955801105,0.9129169526664989,8.159313712622634,0.11301041817709707
GUARDA all,0.2570921985815603,0.8553676481196538,8.408260372328545,0.2073682284407805
GUARDA spring,0.2738336713995943,0.8091036721067826,7.679113820538549,0.05858467773113996
GUARDA summer,0.15810276679841898,0.814166777780088,20.656391326096845,0.06709555989821149
GUARDA autumn,0.23146067415730337,0.8016490995667575,8.805034803468756,0.009078332690018296
GUARDA winter,0.313373253493014,0.8163326487487135,7.918845974683299,0.02155079368137307
HERAKLION all,0.19314205738278517,0.9279638546287116,6.543657694745986,0.546157715140776
HERAKLION spring,0.13020833333333334,0.8414959839330532,12.527114553767614,0.49680161453681215
HERAKLION summer,0.023809523809523808,0.9477887019023425,104.44593736710652,-0.49999999999999994
HERAKLION autumn,0.1918238993710692,0.9017544409048784,9.386051608547891,-0.0023185743759588603
HERAKLION winter,0.23941605839416058,0.9061217632234433,4.761231824581127,0.06407372274115293
HON all,0.05952380952380952,0.8171679556903154,40.361940535849804,0.23506775708011327
HON spring,0.0,0.882299195262028,43.451170467669556,0.19698960136884855
HON summer,0.0,2.1513157018817797,47.393700635548136,0.08457836589464711
HON autumn,0.06896551724137931,0.8876297155501716,20.15822726017553,0.4564497236592178
HON winter,0.12,1.9039648848702468,11.42986669044581,0.6055959708885916
HUELVA all,0.228515625,0.8704236936753772,9.115495188966925,0.43091438619459876
HUELVA spring,0.22865853658536586,0.8211062911824417,9.829194652252788,0.4804560210552909
HUELVA summer,0.05172413793103448,0.6311413335324157,103.14238007822995,-0.49999999999999706
HUELVA autumn,0.18992248062015504,0.801067789226061,11.296841189559592,-0.015286411382630235
HUELVA winter,0.28157894736842104,0.8554976010589391,8.190509236065262,0.07582760997596594
HVAR all,0.2233128834355828,0.8850928428956869,7.297476891441217,0.10548965309314268
HVAR spring,0.1938073394495413,0.8795351768271442,6.653619344175585,0.07176673795474925
HVAR summer,0.13701067615658363,0.8735553097376475,12.496237954220227,0.017261343729270507
HVAR autumn,0.2511520737327189,0.9375699093415066,7.117938667858381,0.00709861638640362
HVAR winter,0.2755741127348643,0.8567204518529482,5.8152796521205,0.09379298276829184
IBIZA  AEROPUERTO all,0.16321617717862302,0.8459866301244164,11.024939840960217,0.19522778825722079
IBIZA  AEROPUERTO spring,0.13986013986013987,0.9460789234370619,9.978276996220728,0.2280660584345568
IBIZA  AEROPUERTO summer,0.06756756756756757,0.7409857907257531,40.856549199458506,-0.2460963712327355
IBIZA  AEROPUERTO autumn,0.17573872472783825,0.8192081541416378,9.154126449213226,0.006496672124311856
IBIZA  AEROPUERTO winter,0.2046875,0.8384714001381569,10.241979153551153,0.030970887674990948
IMSIK all,0.2403846153846154,0.9044990518461729,6.99529120219286,0.5267572239093715
IMSIK spring,0.2103960396039604,0.7027364234364866,14.523478888776,0.47748108732672906
IMSIK summer,0.05405405405405406,0.89630028433788,105.2803039171819,-0.49999999999999994
IMSIK autumn,0.1879432624113475,1.010428112319003,10.021600010039467,0.016184729907736208
IMSIK winter,0.29411764705882354,0.8500372839463932,5.142592632730586,0.0628077502605691
IN-AMENAS all,0.05394190871369295,0.7461512245623442,90.53287112318877,0.09151918492474259
IN-AMENAS spring,0.08045977011494253,0.4927782303616661,202.09030682176487,-0.19242945287172541
IN-AMENAS summer,0.045454545454545456,0.8152659712487256,114.32291827953753,-0.01502493274563968
IN-AMENAS autumn,0.04477611940298507,0.9993465714900348,55.03067736245514,0.13039057178866206
IN-AMENAS winter,0.03076923076923077,1.3572339045650885,34.50682353752262,0.31506686705449843
IVAILO all,0.18850574712643678,1.018136530110261,6.033744790182247,0.20949797309640292
IVAILO spring,0.1976284584980237,0.769194344167474,7.55999242394525,-0.06620560827930146
IVAILO summer,0.15879828326180256,1.1935480307134407,5.147779362139327,0.3036016571404615
IVAILO autumn,0.1686046511627907,0.9004252942424962,8.608740763906251,0.03365364086963568
IVAILO winter,0.22641509433962265,1.3834736421396236,3.914619688962915,0.4188100919705461
IZMIR/GUZELYALI all,0.20615384615384616,0.8686365087134206,8.359514117746482,0.40524072701840097
IZMIR/GUZELYALI spring,0.19095477386934673,0.9981420654519166,7.298940025834469,0.4236777557976672
IZMIR/GUZELYALI summer,0.044444444444444446,0.5978751852520058,79.38374561517979,-0.40797942385981123
IZMIR/GUZELYALI autumn,0.21568627450980393,0.9565892520058268,10.000316646329125,0.09162382561878143
IZMIR/GUZELYALI winter,0.24110671936758893,0.8888590168455835,5.532851939556321,0.10735859658387342
JENDOUBA all,0.2236350037397158,1.0050975895824559,6.239548495525888,0.2905727814949862
JENDOUBA spring,0.2597402597402597,0.986794376531844,5.932186067224841,0.338926906668114
JENDOUBA summer,0.06666666666666667,0.6973233699602215,25.727581519756296,-0.09845590920534648
JENDOUBA autumn,0.1967654986522911,1.0385581295027728,5.7491122340521255,0.07366787976873812
JENDOUBA winter,0.2691415313225058,0.9886445113578568,5.89323100625639,0.05722568758255752
KAIROUAN all,0.14473684210526316,0.8411227440523612,11.842296254036068,0.1168366572988791
KAIROUAN spring,0.19642857142857142,1.0726689834393859,6.489409997313705,0.28464402323096344
KAIROUAN summer,0.15,1.246500661276201,20.444260555751654,-0.028399497879256035
KAIROUAN autumn,0.12222222222222222,0.7544900493863216,10.380755070230212,0.04563606479833585
KAIROUAN winter,0.08064516129032258,0.9709656416502743,10.666540079001779,0.1670886379437264
KALIAKPA all,0.18628571428571428,0.9719840085757605,7.197252967687037,0.14865170969273483
KALIAKPA spring,0.1927710843373494,0.8079583751624206,8.521958217295028,-0.0063707781791056215
KALIAKPA summer,0.15841584158415842,1.092261154628995,6.9053694020443235,0.285928088220534
KALIAKPA autumn,0.2,0.9365750251953275,7.538914654270199,0.09978622162441328
KALIAKPA winter,0.1917808219178082,1.1742332731877996,5.499590186973328,0.19567474347150432
KNIN all,0.2309017805858702,0.8938198201063635,6.320732572230894,0.037445586941164344
KNIN spring,0.2454835281615303,0.9284652579858543,5.281860814863175,0.027217708639740764
KNIN summer,0.1906519065190652,0.8999199444312181,7.672186132562962,-0.016171467525103733
KNIN autumn,0.232037691401649,0.9047351371108383,6.2857281174150375,0.029705959937228014
KNIN winter,0.2514220705346985,0.8737927554398233,5.931192648419925,0.11097791326893446
KORCA all,0.2379182156133829,0.8142838151544535,7.058069948588759,0.09456939484203263
KORCA spring,0.28938906752411575,0.7837075550990481,6.170233884343653,0.03862879803958423
KORCA summer,0.16129032258064516,0.8595954417653077,10.28766483001896,0.08184854741347067
KORCA autumn,0.23107569721115537,0.8048160388786318,7.857083308114697,-0.018277049930811733
KORCA winter,0.24579124579124578,0.815375203662394,5.45207510634802,0.09052663238066283
KUMKOY all,0.2504708097928437,0.7835740667611447,6.726168097331658,0.10090104588499044
KUMKOY spring,0.24836601307189543,0.6399766212353231,6.482248859497474,0.0200079051971786
KUMKOY summer,0.17777777777777778,0.96480869612035,11.93347917679804,0.007748355085977472
KUMKOY autumn,0.21138211382113822,1.4383253440870383,3.7086353380756316,0.19964373650356532
KUMKOY winter,0.3212121212121212,0.7327916929577071,4.796234021928775,0.014119742095759747
KURDJALI all,0.21098039215686273,0.9486841232569359,6.336986523960392,0.09620290631171494
KURDJALI spring,0.24596774193548387,0.8863379059234768,5.4628290816303,0.020634795584804386
KURDJALI summer,0.1896838602329451,0.9638026225015615,7.011786532267089,0.17291706757526526
KURDJALI autumn,0.15572232645403378,1.0167576229440405,7.326968469319761,0.042005522230188636
KURDJALI winter,0.23511904761904762,0.9399638823494972,6.157325693537835,0.036290762420467707
KUSTENDIL all,0.2220408163265306,0.9391482066736451,6.45380349944593,0.0632634422858384
KUSTENDIL spring,0.2261904761904762,0.8058097679179915,7.237448465323312,-0.13887390978715475
KUSTENDIL summer,0.24025974025974026,0.8363320369348916,7.270325209333986,0.06139152556673754
KUSTENDIL autumn,0.199288256227758,1.087720580874299,5.588221784583966,0.1570889658040961
KUSTENDIL winter,0.22,1.095298326909618,5.697704125376913,0.14568052885035074
LARISSA all,0.1895734597156398,0.914737427128311,8.225316623517694,0.13172001513609655
LARISSA spring,0.19744058500914077,0.8411844721996443,8.219686533197239,0.01929128985532449
LARISSA summer,0.12292358803986711,1.3990013342506675,9.734775377288118,0.22511871456762644
LARISSA autumn,0.2,0.7977104505372687,9.956242273072037,-0.018669003235139557
LARISSA winter,0.20833333333333334,0.8981207810575388,6.590221442979908,0.027673179079718283
LASTOVO all,0.23582474226804123,0.9470645883710445,7.016693066504325,0.15222258929483504
LASTOVO spring,0.21682464454976302,0.9397588973523743,6.986865813182324,0.06840993940127056
LASTOVO summer,0.12065439672801637,0.8964395020034985,13.507756859073938,0.05268538858375513
LASTOVO autumn,0.26642771804062126,0.9641901088323386,6.84672533501998,0.03890378085446968
LASTOVO winter,0.28586723768736616,0.9649612809019731,5.154193180390251,0.13432496175267972
LISBOA GEOFISICA all,0.2789980732177264,0.8952990998598704,8.640813319740737,0.2677708995169142
LISBOA GEOFISICA spring,0.2648221343873518,1.0268063626652602,7.136102413610284,0.2790236668536184
LISBOA GEOFISICA summer,0.13011152416356878,0.6749657607037326,42.75931109962307,-0.28653295587579525
LISBOA GEOFISICA autumn,0.2566995768688293,0.7997347000518047,8.902001632977404,-0.023158202930083246
LISBOA GEOFISICA winter,0.35664335664335667,0.8913977218953506,7.547917356711783,0.03744158472891047
LLEIDA-AJUNTAMENT all,0.1620879120879121,1.0028715126288867,10.39196198697363,0.1038425426194015
LLEIDA-AJUNTAMENT spring,0.21311475409836064,0.9961881045443214,8.876361682717903,-0.15700279952091958
LLEIDA-AJUNTAMENT summer,0.1125,0.8219258115294023,14.926112133907255,-0.004926048145596885
LLEIDA-AJUNTAMENT autumn,0.12195121951219512,1.0732831610410454,9.755197298506065,0.14420498755485556
LLEIDA-AJUNTAMENT winter,0.175,1.073190880189358,10.944234192247965,0.23735200262603875
LOGRONO AEROPUERTO all,0.22698612862547288,0.903199619032736,7.523155039694508,0.024780253219996697
LOGRONO AEROPUERTO spring,0.26297968397291194,0.876881219804659,7.018737414272945,-0.07230237777275708
LOGRONO AEROPUERTO summer,0.1352154531946508,0.9226870304282911,9.989776250758089,-0.018426052771172294
LOGRONO AEROPUERTO autumn,0.22415940224159403,0.8826471656867476,7.312700547012177,-0.024202925818405472
LOGRONO AEROPUERTO winter,0.26666666666666666,0.9374882648613702,6.391361103832277,0.1172635744446885
LOM all,0.20803249097472923,0.8635529772667907,6.64427666046856,0.06875399173609904
LOM spring,0.2107843137254902,0.8388877712748001,5.823296726666285,-0.021938945630308897
LOM summer,0.20037105751391465,0.8306714371608994,8.074912452397516,0.02654473606811835
LOM autumn,0.193158953722334,0.8850780930563702,7.013959489945376,0.11742978228517417
LOM winter,0.22535211267605634,0.8919331516443578,6.229386954677339,0.0822898008023592
LORCA all,0.1397011046133853,0.8424752021191322,15.167491426956799,0.16288184500659936
LORCA spring,0.1623246492985972,1.0640365005131878,9.382812944086483,0.3055857882644217
LORCA summer,0.10497237569060773,0.7253117197300236,57.636363540658955,-0.4667217729941269
LORCA autumn,0.13665943600867678,0.8358591435774103,12.263203263914518,0.1307939968176582
LORCA winter,0.1306532663316583,0.9061337601256723,14.212276834471044,0.08388625993026542
LOVETCH all,0.21297429620563035,0.8788509115586082,6.273705876581233,0.04206086580567233
LOVETCH spring,0.2545454545454545,0.8333587933325247,5.466063146609083,-0.07973616232246328
LOVETCH summer,0.20963855421686747,0.9681294159156477,6.274765865594427,0.13837905554828125
LOVETCH autumn,0.19076923076923077,0.8398562039036155,8.64939887380088,-0.044962179848698124
LOVETCH winter,0.18295739348370926,0.8667197267526883,5.987670242852973,-0.009863240238306103
LUGO AEROPUERTO all,0.3268671193016489,0.8574763266057358,6.969493560675505,0.012589843427753027
LUGO AEROPUERTO spring,0.3412844036697248,0.8940049584321031,6.350802122832523,-0.009544798894262583
LUGO AEROPUERTO summer,0.18243243243243243,1.042111404064318,8.39317483069292,-0.011155367176686323
LUGO AEROPUERTO autumn,0.3854748603351955,0.7847222154423316,6.248048838536282,0.00410773935840443
LUGO AEROPUERTO winter,0.373134328358209,0.8665276152332719,5.029856616314992,0.13316703126820165
MADRID RETIRO all,0.22049801515698303,0.8176045452582608,10.100707410665617,0.13349413363912563
MADRID RETIRO spring,0.25,0.8641737683816794,7.982018007934571,0.050427345767075325
MADRID RETIRO summer,0.13616071428571427,0.7429349559973377,23.278815157255472,-0.05720126844327494
MADRID RETIRO autumn,0.2274618585298197,0.8478344987076305,8.898064915606001,0.03300857548888684
MADRID RETIRO winter,0.23136246786632392,0.7735490378715505,9.977091269572455,0.06242955202131692
MAKEDONIA all,0.17905102954341987,0.9565032816702228,7.813062120254997,0.08576140110036519
MAKEDONIA spring,0.1769352290679305,0.9063692592397758,7.5375635671952725,0.01752214608884703
MAKEDONIA summer,0.13990825688073394,0.9857244954658745,11.021161080186477,0.07892395162083579
MAKEDONIA autumn,0.18164435946462715,0.9870793809988486,7.891582694550073,0.026138864291776236
MAKEDONIA winter,0.205607476635514,0.9558634983245332,6.490530946322961,0.07772530887430039
MARIGNANE all,0.17688022284122562,0.9279188238988407,9.010594176379001,0.10495799212965373
MARIGNANE spring,0.17938931297709923,0.9247224756173931,8.285192896205281,0.10754435825974348
MARIGNANE summer,0.10062893081761007,0.9006474896419159,15.629219221351109,-0.003778962632479633
