souid,city,country,lat,lon
188829,THOSSFELL,DE,50.525277777777774,12.245
182301,BORSTEL UEBER BAD OLDESLOE,DE,53.83055555555556,10.180277777777777
184191,HAINA (KLOSTER),DE,51.03305555555556,8.983055555555556
273294,ASTUN- LA RACA,ES,42.793055555555554,-0.5052777777777778
269850,VALDEMORILLO,ES,40.49666666666667,-4.060833333333333
119436,WOODBRIDGE,GB,52.08305555555556,1.4
182031,BERSENBRUECK,DE,52.55,7.950555555555556
201487,SOGNSVANNET,NO,59.96666666666667,10.733055555555556
182173,BLAUFELDEN-GAMMESFELD,DE,49.31166666666666,10.09027777777778
124870,KULMBACH,DE,50.10138888888889,11.450555555555557
185773,LIENEN-KATTENVENNE,DE,52.12055555555556,7.869444444444445
221388,NOTTINGHAM WEATHER CENTRE,GB,53.0,-1.25
256859,PAROS,GR,37.016666666666666,25.13277777777778
185523,LANDIN,DE,53.07805555555556,14.136666666666668
265302,SANT ANTONI DE PORTMANY,ES,38.96305555555556,1.321388888888889
181539,ALBSTADT-BURGFELDEN,DE,48.240833333333335,8.932777777777778
182283,BORGLOH,DE,52.18305555555556,8.183055555555555
220966,BANAGHER-CAUGH-HILL,GB,54.88555555555556,-6.965555555555556
270462,PUEBLA DE DON RODRIGO,ES,39.083333333333336,-4.621666666666667
184279,HANAU-GROSSAUHEIM,DE,50.1,8.966388888888888
184089,GUBEN,DE,51.946666666666665,14.691666666666666
187593,RODING,DE,49.20555555555556,12.509166666666667
103364,PANEVEZHIS,LT,55.73,24.4
139024,KOLSVA,SE,59.59,15.92
185371,KRATZEBURG-DAMBECK,DE,53.44555555555555,12.936666666666667
184823,HUDE/OLDENBURG -OBERHAUSEN,DE,53.141666666666666,8.351944444444444
183117,ELLRICH,DE,51.58527777777778,10.668333333333331
220984,EDINBURGH-GOGARBANK,GB,55.92777777777778,-3.343888888888889
189285,POLLENFELD-GOETZELSHARD,DE,48.9575,11.265555555555556
182135,BISCHOFSWIESEN-LOIPL,DE,47.65166666666666,12.925
126034,BEDERKESA,DE,53.625,8.833055555555555
187479,REMSCHEID (ESCHBACHTAL),DE,51.16666666666666,7.216666666666667
156567,SOLSONA,ES,41.98777777777778,1.5116666666666667
267846,VILLAYON  ONETA,ES,43.46555555555556,-6.673055555555556
184921,ISERLOHN-RHEINEN,DE,51.44305555555555,7.631666666666667
190291,GEROLSTEIN,DE,50.236666666666665,6.660555555555556
122086,FICHTELBERG/OBERFRANKEN-HUTTSTADL,DE,49.98166666666667,11.839166666666667
257279,CHERNI VRAH,BG,42.58305555555556,23.266666666666666
182691,DAHLENBURG,DE,53.18305555555556,10.75
186089,MEINERZHAGEN,DE,51.10416666666667,7.6419444444444435
105907,WARSOP,GB,53.223055555555554,-1.115
234782,LANGENLEBARN,AT,48.323888888888895,16.11777777777778
220948,MARKET-BOSWORTH-BOSWORTH-PARK,GB,52.62277777777778,-1.3955555555555554
139104,RIMBO,SE,59.75,18.35
186171,MINDELHEIM,DE,48.06444444444444,10.483055555555556
137666,GAMMALSTORP,SE,56.11,14.62
186185,ERFURT-MITTELHAUSEN,DE,51.04166666666666,11.005833333333332
272118,ADRA,ES,36.746944444444445,-3.020555555555556
109190,LIJNDEN (NH),NL,52.35,4.75
183123,ELSENFELD-RUECK,DE,49.83166666666667,9.208055555555555
129934,WASSERBURG,DE,48.05805555555556,12.221666666666668
188629,STRASS BEI GERATSKIRCHEN,DE,48.336666666666666,12.606944444444444
233430,NEUSTIFT/MILDERS,AT,47.10277777777778,11.291666666666666
189865,WUPPERTAL-BARMEN,DE,51.28,7.201666666666667
251856,MONTECOMPATRI_C._MATTIA,IT,41.83555555555556,12.723333333333333
115206,RATECE-PLANICA,SI,46.5,13.7
182909,DROGNITZ,DE,50.58916666666667,11.57638888888889
182357,BREESE,DE,53.001666666666665,11.795555555555556
238919,GNIEZNO,PL,52.55,17.566666666666666
188017,SCHOEFWEG,DE,48.836666666666666,13.230555555555556
187601,ROEDENTAL-THIERACH,DE,50.28138888888889,11.072777777777777
184853,BUECHLBERG-TANNOED,DE,48.65444444444445,13.507777777777775
137796,SJOARYD,SE,56.52,14.75
186065,MASSERBERG,DE,50.519444444444446,10.970833333333331
201980,JOESENDAL,NO,59.93138888888889,6.578333333333333
102036,MARKELO,NL,52.23305555555556,6.5
230635,GAENSERNDORF-STADT,AT,48.337500000000006,16.71333333333333
201838,EIDSBERG II,NO,59.50083333333333,11.283055555555556
100415,BRODERUP,DK,54.9,9.27
138426,BATVIK,SE,58.27,16.079722222222223
187221,PRACKENBACH-MOOSBACH,DE,49.11388888888889,12.781666666666668
181036,GROSSER INSELSBERG,DE,50.85166666666667,10.466388888888888
103626,KOLOMIYA,UA,48.5,25.0
272718,ROJALES,ES,38.089444444444446,-0.7155555555555555
181451,ACHBERG-DOBERATSWEILER,DE,47.61027777777778,9.698055555555555
227515,ROHRSPITZ,AT,47.496944444444445,9.63
137828,VACKELSANG,SE,56.65,14.92
185537,LANGEBRUECK,DE,51.12555555555556,13.845555555555556
267774,POLA DE SOMIEDO,ES,43.1,-6.256666666666667
258482,FULOPHAZA,HU,46.86833333333333,19.425833333333333
273762,BIESCAS  EMBALSE DE BUBAL,ES,42.69916666666666,-0.3188888888888889
185309,KOENIGSHUETTE/HARZ,DE,51.74055555555556,10.765555555555556
183741,GLEICHEN-ELBICKERODE,DE,51.4375,10.059166666666668
138380,DANIELSHAMMAR,SE,58.13,15.25
183583,GARREL-NIKOLAUSDORF,DE,52.97944444444445,8.085555555555556
258790,ASZOD,HU,47.65555555555555,19.476388888888888
236951,OBIDOWA,PL,49.55,19.966666666666665
272682,ORIHUELA,ES,38.06777777777778,-0.9813888888888888
183379,FORSTINNING,DE,48.17194444444444,11.905833333333334
234340,BERNSTEIN,AT,47.40805555555556,16.261388888888888
182465,BRUNSLEBERFELD,DE,52.18305555555556,10.85
182795,DIETZHOELZTAL-MANDELN,DE,50.85388888888889,8.34138888888889
181623,BIBRA BAD-ALTENRODA,DE,51.23833333333334,11.576666666666666
183415,FRAUENWALD,DE,50.59166666666667,10.8575
185731,LIBEHNA,DE,51.71333333333334,12.067777777777778
186077,MEDEBACH-KUESTELBERG,DE,51.23305555555556,8.6
127918,ROTH BEI NURNBERG,DE,49.25194444444445,11.094444444444443
187571,RIPPOLDSAU BAD,DE,48.424166666666665,8.330277777777777
127150,PAPENBURG,DE,53.06555555555556,7.481944444444444
110411,MYKLAND,NO,58.63305555555556,8.281666666666668
181779,BABENHAUSEN-HARRESHAUSEN,DE,49.97055555555556,8.985833333333332
